experiment_start,2025-05-28 11:23:26
frame,label,fps,infer_time_ms,confidence,cpu_percent,ram_percent
184,cup,14.74,24.06,0.2427,53.3,29.2
185,cup,14.74,20.14,0.2014,54.0,29.2
186,cup,14.75,27.72,0.2322,58.4,29.2
187,cup,14.75,21.05,0.2130,48.5,29.2
188,cup,14.76,18.90,0.1942,53.7,29.2
189,cup,14.76,26.52,0.2115,53.6,29.2
190,cup,14.71,34.26,0.1632,57.7,29.2
191,cup,14.73,21.57,0.1138,61.1,29.2
192,cup,14.74,22.85,0.1424,54.8,29.2
193,pitcher,14.75,22.77,0.1052,51.5,29.2
194,coffeepot,14.75,24.00,0.0757,59.6,29.2
195,coffeepot,14.75,23.62,0.1333,54.0,29.2
196,coffeepot,14.77,22.62,0.0373,56.8,29.2
197,coffeepot,14.78,22.85,0.0388,53.0,29.2
198,coffeepot,14.80,20.93,0.0393,57.1,29.2
199,swab,14.81,22.38,0.0389,50.6,29.2
200,table lamp,14.82,21.66,0.0382,56.4,29.2
201,toaster,14.84,21.98,0.0569,54.2,29.2
202,syringe,14.85,24.29,0.0377,55.8,29.2
203,syringe,14.85,21.71,0.0450,52.3,29.2
204,ladle,14.83,21.50,0.0451,54.3,29.2
205,ladle,14.80,20.64,0.0512,50.0,29.2
206,ladle,14.77,26.35,0.0900,47.9,29.2
207,ladle,14.77,18.75,0.0778,52.4,29.2
208,ladle,14.75,21.76,0.0586,50.0,29.2
209,ladle,14.72,19.71,0.0696,51.6,29.2
210,ladle,14.70,20.89,0.0743,52.3,29.2
211,ladle,14.67,18.46,0.0917,48.4,29.2
212,ladle,14.66,22.48,0.0869,55.1,29.2
213,ladle,14.65,19.89,0.0876,48.6,29.2
214,ladle,14.57,21.94,0.0872,50.0,29.2
215,ladle,14.55,21.71,0.0579,50.0,29.2
216,ladle,14.53,21.57,0.0583,53.2,29.2
217,ladle,14.47,30.19,0.0945,53.6,29.2
218,swab,14.48,20.07,0.0462,56.1,29.2
219,mouse,14.44,21.02,0.0443,50.0,29.2
220,swab,14.36,24.77,0.0706,48.4,29.2
221,ladle,14.37,23.32,0.0476,49.5,29.2
222,pill bottle,14.36,21.21,0.0341,54.8,29.2
223,perfume,14.36,24.39,0.0474,53.8,29.2
224,perfume,14.35,24.00,0.0831,49.6,29.2
225,perfume,14.35,21.43,0.0846,52.0,29.2
226,perfume,14.34,32.97,0.0996,52.0,29.2
227,perfume,14.35,21.13,0.0912,54.3,29.2
228,face powder,14.34,28.97,0.1755,51.6,29.2
229,perfume,14.34,28.66,0.0793,52.2,29.2
230,perfume,14.33,24.10,0.0747,53.2,29.2
231,perfume,14.33,24.04,0.0907,52.2,29.2
232,perfume,14.32,23.27,0.0838,49.6,29.2
233,perfume,14.33,21.68,0.0765,54.3,29.2
234,perfume,14.32,31.05,0.0905,53.0,29.2
235,perfume,14.32,25.33,0.1004,53.1,29.2
236,perfume,14.30,23.81,0.0985,52.4,29.2
237,perfume,14.31,23.31,0.0745,55.7,29.2
238,perfume,14.32,23.78,0.1143,54.9,29.2
239,perfume,14.29,22.97,0.0892,51.9,29.2
240,perfume,14.30,18.81,0.1124,50.5,29.2
241,perfume,14.29,23.52,0.1027,51.9,29.2
242,perfume,14.29,19.58,0.1044,52.8,29.2
243,perfume,14.28,25.41,0.0939,53.0,29.2
244,perfume,14.27,22.87,0.1285,58.8,29.2
245,perfume,14.27,27.66,0.0996,54.7,29.2
246,perfume,14.27,24.47,0.1146,55.4,29.2
247,perfume,14.28,23.94,0.1730,55.4,29.2
248,perfume,14.23,24.76,0.1418,50.5,29.2
249,perfume,14.25,22.83,0.1935,61.6,29.2
250,perfume,14.11,24.56,0.1135,45.8,29.2
251,perfume,14.12,18.54,0.1470,53.3,29.2
252,perfume,14.12,24.63,0.0854,51.8,29.2
253,perfume,14.13,20.08,0.1255,52.4,29.2
254,perfume,14.11,19.00,0.0948,53.2,29.2
255,perfume,14.11,19.81,0.1109,51.1,29.2
256,perfume,14.12,19.43,0.0876,55.9,29.2
257,perfume,14.13,22.89,0.1022,55.6,29.2
258,perfume,14.10,21.49,0.1173,48.2,29.2
259,perfume,14.11,21.92,0.1270,57.6,29.2
260,perfume,14.11,23.34,0.1346,53.8,29.2
261,perfume,14.11,20.59,0.1938,49.1,29.2
262,perfume,14.10,19.95,0.2559,49.3,29.2
263,perfume,14.09,22.38,0.2187,56.6,29.2
264,perfume,14.09,19.17,0.2702,51.0,29.2
265,perfume,14.10,21.16,0.2443,53.7,29.2
266,perfume,14.08,21.37,0.2620,49.6,29.2
267,perfume,14.08,27.80,0.2873,50.4,29.2
268,perfume,14.08,21.51,0.2597,57.6,29.2
269,perfume,14.07,30.54,0.2505,59.1,29.2
270,perfume,14.07,23.73,0.3180,55.6,29.2
271,perfume,14.07,29.94,0.2764,54.1,29.2
272,perfume,14.06,24.12,0.2536,52.0,29.2
273,perfume,14.07,27.69,0.2356,53.3,29.2
274,perfume,14.05,22.01,0.2279,53.2,29.2
275,perfume,14.06,25.54,0.1722,50.0,29.2
276,perfume,14.06,28.41,0.1382,54.0,29.2
277,perfume,14.07,26.01,0.0906,52.7,29.2
278,perfume,14.08,23.96,0.0940,54.3,29.2
279,perfume,14.06,31.38,0.1029,49.6,29.2
280,perfume,14.07,24.20,0.1050,59.8,29.2
281,perfume,14.08,24.90,0.1249,60.8,29.2
282,perfume,14.08,20.48,0.0877,55.0,29.2
283,perfume,14.08,25.79,0.0822,52.2,29.2
284,perfume,14.08,23.98,0.0926,55.7,29.2
285,perfume,14.08,21.53,0.0935,49.6,29.2
286,perfume,14.08,21.34,0.0846,54.9,29.2
287,perfume,14.07,24.72,0.0869,55.0,29.2
288,perfume,14.07,21.98,0.1016,51.8,29.2
289,perfume,14.06,26.30,0.0909,51.9,29.2
290,perfume,14.05,21.26,0.0920,49.2,29.2
291,perfume,14.06,23.79,0.1788,56.4,29.2
292,perfume,14.06,25.74,0.1797,53.1,29.2
293,perfume,14.07,23.05,0.1577,55.1,29.2
294,perfume,14.07,23.75,0.1733,53.1,29.2
295,perfume,14.08,22.44,0.2041,50.6,29.2
296,perfume,14.07,23.12,0.1841,54.9,29.2
297,perfume,14.07,27.04,0.2087,51.6,29.2
298,perfume,14.06,23.85,0.2183,56.3,29.2
299,perfume,14.04,22.71,0.2171,51.8,29.2
300,perfume,14.04,25.42,0.1795,58.1,29.2
301,perfume,14.04,25.80,0.1755,52.2,29.2
302,perfume,14.04,21.39,0.2154,51.3,29.2
303,perfume,14.03,26.58,0.1828,51.4,29.2
304,perfume,14.03,20.48,0.1840,49.0,29.2
305,perfume,14.03,21.86,0.2056,55.1,29.2
306,perfume,14.02,21.84,0.1855,52.3,29.2
307,perfume,14.02,28.06,0.1890,49.6,29.2
308,perfume,14.01,32.76,0.2166,51.0,29.2
309,perfume,14.02,23.87,0.2594,59.0,29.2
310,perfume,14.01,22.68,0.2462,53.5,29.2
311,perfume,14.01,20.44,0.2102,55.7,29.2
312,perfume,14.00,22.16,0.1560,55.2,29.2
313,perfume,14.00,24.57,0.1338,50.4,29.2
314,perfume,14.00,21.09,0.1876,53.6,29.2
315,perfume,13.99,18.60,0.2071,50.0,29.2
316,perfume,13.99,23.29,0.2497,58.0,29.2
317,perfume,13.99,25.24,0.1901,50.0,29.2
318,perfume,13.98,21.64,0.1436,54.9,29.2
319,perfume,13.99,23.59,0.2552,53.2,29.2
320,perfume,14.00,22.45,0.2736,51.8,29.2
321,perfume,14.01,24.33,0.1950,53.3,29.2
322,perfume,14.02,22.59,0.2708,50.6,29.2
323,perfume,14.03,23.24,0.1973,56.4,29.2
324,perfume,14.03,27.43,0.3692,53.7,29.2
325,perfume,14.03,23.99,0.3880,49.6,29.2
326,perfume,14.02,26.56,0.3224,60.7,29.2
327,perfume,14.02,26.16,0.2890,56.5,29.2
328,perfume,14.03,24.93,0.2384,55.1,29.2
329,perfume,14.03,22.83,0.2696,50.9,29.2
330,perfume,14.03,24.65,0.2148,56.4,29.2
331,perfume,14.03,23.90,0.2236,56.9,29.2
332,perfume,14.01,29.22,0.2790,49.7,29.2
333,perfume,14.02,21.54,0.2712,52.6,29.2
334,perfume,14.01,31.65,0.3453,55.4,29.2
335,perfume,14.00,23.56,0.3623,49.3,29.2
336,perfume,14.01,25.02,0.3001,57.6,29.2
337,perfume,14.02,26.83,0.4423,56.4,29.2
338,perfume,14.03,21.11,0.3194,56.7,29.2
339,perfume,14.03,20.44,0.3456,55.6,29.2
340,perfume,14.03,22.89,0.2497,51.2,29.2
341,perfume,14.04,20.75,0.3282,60.0,29.2
342,perfume,14.05,22.76,0.2488,58.4,29.2
343,perfume,14.06,23.96,0.3016,51.8,29.2
344,perfume,14.07,20.03,0.3406,58.8,29.2
345,perfume,14.07,22.91,0.3824,53.4,29.2
346,perfume,14.06,25.82,0.3332,52.8,29.2
347,perfume,14.06,20.01,0.3393,51.2,29.2
348,perfume,14.04,21.66,0.2382,52.8,29.2
349,perfume,14.04,22.72,0.1709,51.3,29.2
350,perfume,14.04,25.88,0.1028,53.9,29.2
351,perfume,14.03,42.27,0.1190,52.4,29.2
352,perfume,14.02,23.09,0.0975,50.7,29.2
353,perfume,14.02,24.05,0.1062,53.2,29.2
354,perfume,14.02,22.63,0.1196,51.4,29.2
355,perfume,14.02,29.59,0.1717,60.7,29.2
356,perfume,14.00,25.87,0.1599,53.6,29.2
357,perfume,13.99,24.42,0.1680,57.6,29.2
358,perfume,14.00,25.43,0.1563,53.6,29.2
359,perfume,14.00,26.45,0.1379,52.1,29.2
360,perfume,14.00,24.51,0.1270,55.6,29.2
361,perfume,14.00,24.77,0.1723,55.5,29.2
362,perfume,14.00,24.50,0.2067,54.6,29.2
363,perfume,14.01,25.11,0.1807,49.0,29.2
364,perfume,13.99,22.69,0.0435,51.6,29.2
365,beaker,13.99,21.41,0.0482,56.3,29.2
366,soap dispenser,14.00,23.22,0.0542,53.8,29.2
367,cup,14.00,19.71,0.0468,51.8,29.2
368,coffeepot,13.96,23.19,0.0565,48.2,29.2
369,coffeepot,13.95,21.58,0.0601,51.0,29.2
370,toaster,13.95,21.80,0.0449,52.7,29.2
371,ladle,13.93,22.47,0.0555,51.5,29.2
372,swab,13.92,25.89,0.0630,50.0,29.2
373,ladle,13.92,26.60,0.0513,53.4,29.2
374,swab,13.92,22.28,0.0438,49.2,29.2
375,ladle,13.91,24.98,0.0747,52.8,29.2
376,ladle,13.91,25.18,0.0757,51.1,29.2
377,ladle,13.90,26.02,0.0872,49.6,29.2
378,ladle,13.88,23.63,0.0911,53.2,29.2
379,ladle,13.88,20.79,0.1201,52.0,29.2
380,ladle,13.87,23.90,0.1069,55.6,29.2
381,ladle,13.84,33.45,0.0914,51.9,29.2
382,ladle,13.82,22.41,0.1160,52.9,29.2
383,ladle,13.78,23.30,0.0820,48.8,29.2
384,ladle,13.76,21.41,0.0851,48.2,29.2
385,ladle,13.74,24.24,0.0692,50.6,29.2
386,ladle,13.73,19.83,0.0647,53.3,29.2
387,paper towel,13.72,20.57,0.0637,53.1,29.2
388,beaker,13.71,22.49,0.0849,52.3,29.2
389,sunscreen,13.71,21.56,0.0753,52.1,29.2
390,sunscreen,13.69,21.00,0.2757,51.1,29.2
391,sunscreen,13.68,23.25,0.1452,50.0,29.2
392,sunscreen,13.68,21.39,0.1306,53.6,29.2
393,sunscreen,13.68,24.87,0.0838,51.8,29.2
394,sunscreen,13.68,26.18,0.0941,55.6,29.2
395,sunscreen,13.67,22.75,0.0871,52.1,29.2
396,sunscreen,13.66,20.58,0.1372,53.5,29.3
397,sunscreen,13.65,19.79,0.2366,49.0,29.3
398,sunscreen,13.65,25.66,0.2932,56.3,29.2
399,sunscreen,13.65,25.98,0.3476,52.3,29.2
400,sunscreen,13.65,23.25,0.2042,51.8,29.2
401,sunscreen,13.64,26.89,0.3248,49.0,29.2
402,sunscreen,13.64,25.39,0.3395,63.0,29.2
403,sunscreen,13.64,22.70,0.3305,52.6,29.2
404,sunscreen,13.64,21.54,0.2327,54.5,29.2
405,sunscreen,13.63,20.85,0.2319,48.3,29.2
406,sunscreen,13.62,24.51,0.2162,51.3,29.2
407,sunscreen,13.62,22.16,0.2080,50.4,29.2
408,sunscreen,13.60,19.86,0.2405,52.2,29.2
409,sunscreen,13.60,26.09,0.2578,49.1,29.2
410,sunscreen,13.60,22.44,0.2663,55.2,29.2
411,sunscreen,13.60,25.09,0.2696,56.2,29.2
412,sunscreen,13.59,21.69,0.2292,50.7,29.2
413,sunscreen,13.58,21.05,0.2582,48.9,29.2
414,sunscreen,13.58,21.12,0.2318,55.9,29.2
415,sunscreen,13.59,22.73,0.2554,51.9,29.2
416,sunscreen,13.58,21.86,0.2529,52.5,29.2
417,sunscreen,13.59,26.60,0.2536,52.3,29.2
418,sunscreen,13.58,29.58,0.2741,54.9,29.2
419,sunscreen,13.58,24.91,0.2617,51.8,29.2
420,sunscreen,13.58,24.18,0.2619,52.7,29.3
421,sunscreen,13.58,25.17,0.2635,53.4,29.2
422,sunscreen,13.56,81.16,0.2680,56.4,29.2
423,sunscreen,13.56,24.62,0.2471,52.6,29.2
424,sunscreen,13.55,24.19,0.2559,53.1,29.2
425,sunscreen,13.56,35.11,0.2607,53.0,29.2
426,sunscreen,13.55,24.48,0.2926,52.1,29.2
427,sunscreen,13.55,23.44,0.2617,56.7,29.3
428,sunscreen,13.54,30.07,0.2821,54.9,29.3
429,sunscreen,13.54,30.24,0.2708,55.3,29.3
430,sunscreen,13.52,22.61,0.2517,48.6,29.3
431,sunscreen,13.53,24.65,0.2664,54.5,29.3
432,sunscreen,13.52,22.24,0.2429,54.2,29.3
433,sunscreen,13.52,22.33,0.2367,52.3,29.3
434,sunscreen,13.52,20.46,0.2428,52.4,29.3
435,sunscreen,13.52,22.26,0.2322,52.6,29.3
436,sunscreen,13.53,22.93,0.2523,52.8,29.3
