experiment_start,2025-05-27 02:30:06
frame,label,fps,infer_time_ms,confidence,cpu_percent,ram_percent
275,saltshaker,20.29,9.89,0.1844,56.7,28.8
276,saltshaker,20.30,14.34,0.2536,53.0,28.8
277,saltshaker,20.31,14.85,0.2064,50.0,28.8
278,saltshaker,20.31,19.66,0.2065,61.4,28.8
279,saltshaker,20.33,11.65,0.2078,56.1,28.8
280,saltshaker,20.34,12.43,0.1942,55.2,28.8
281,ocarina,20.34,18.90,0.2133,53.8,28.8
282,saltshaker,20.37,10.14,0.1676,49.0,28.8
283,saltshaker,20.39,12.73,0.1793,53.4,28.8
284,saltshaker,20.41,10.93,0.1585,49.0,28.8
285,saltshaker,20.42,15.34,0.2126,52.2,28.8
286,saltshaker,20.44,10.04,0.1910,54.2,28.8
287,ocarina,20.46,11.40,0.1600,45.3,28.8
288,saltshaker,20.47,16.39,0.1771,52.4,28.8
289,ocarina,20.48,12.16,0.1688,52.4,28.8
290,saltshaker,20.50,10.70,0.1786,51.6,28.8
291,saltshaker,20.51,20.52,0.1874,49.2,28.8
292,saltshaker,20.51,14.76,0.2049,53.8,28.8
293,saltshaker,20.53,9.95,0.1806,50.0,28.8
294,ocarina,20.55,13.93,0.1867,50.8,28.8
295,ocarina,20.56,15.41,0.2235,50.0,28.8
296,ocarina,20.57,14.93,0.1858,54.8,28.8
297,saltshaker,20.58,10.47,0.1840,48.1,28.8
298,ocarina,20.60,10.05,0.1602,58.5,28.8
299,saltshaker,20.62,13.45,0.1902,51.6,28.8
300,saltshaker,20.64,12.00,0.2597,48.0,28.8
301,saltshaker,20.65,15.08,0.2449,51.6,28.8
302,saltshaker,20.67,12.89,0.2315,54.0,28.8
303,coffee mug,20.69,12.23,0.1719,47.1,28.8
304,saltshaker,20.70,13.14,0.2909,54.1,28.8
305,ocarina,20.72,11.50,0.1675,54.0,28.8
306,ocarina,20.74,9.98,0.1407,49.0,28.8
307,saltshaker,20.75,13.79,0.2530,50.8,28.8
308,cup,20.76,16.66,0.1934,49.3,28.8
309,cup,20.77,15.40,0.1934,51.6,28.8
310,cup,20.78,15.83,0.3456,56.3,28.8
311,saltshaker,20.80,10.72,0.2655,58.1,28.8
312,cup,20.80,17.29,0.3452,47.1,28.8
313,cup,20.81,14.61,0.3334,53.1,28.8
314,cup,20.82,15.70,0.2927,56.5,28.8
315,cup,20.84,11.05,0.3269,53.8,28.8
316,cup,20.85,16.06,0.2907,56.1,28.8
317,cup,20.86,12.09,0.3119,51.6,28.8
318,cup,20.87,11.76,0.2837,53.2,28.8
319,cup,20.89,10.53,0.3115,48.1,28.8
320,cup,20.89,16.98,0.2969,50.6,28.8
321,cup,20.89,13.40,0.2752,55.4,28.8
322,cup,20.89,20.95,0.2936,53.3,28.8
323,cup,20.90,16.89,0.2688,49.2,28.8
324,cup,20.91,13.58,0.2735,50.0,28.8
325,cup,20.92,10.02,0.3213,54.2,28.8
326,cup,20.93,13.55,0.2243,50.8,28.8
327,cup,20.94,13.47,0.2436,50.8,28.8
328,cup,20.95,15.82,0.2709,50.8,28.8
329,cup,20.95,19.87,0.2926,58.0,28.8
330,cup,20.97,10.98,0.2645,51.9,28.8
331,cup,20.98,10.33,0.2663,54.8,28.8
332,cup,20.99,12.65,0.2923,52.3,28.8
333,cup,21.01,12.95,0.2735,54.0,28.8
334,cup,21.01,15.13,0.2672,48.5,28.8
335,cup,21.02,18.32,0.2910,51.5,28.8
336,cup,21.03,12.52,0.3100,57.8,28.8
337,cup,21.05,11.92,0.3189,45.3,28.8
338,cup,21.05,13.13,0.3446,53.3,28.8
339,cup,21.06,13.44,0.3455,52.4,28.8
340,cup,21.06,18.92,0.3189,52.6,28.8
341,cup,21.08,10.97,0.3154,49.0,28.8
342,cup,21.09,12.44,0.3125,50.0,28.8
343,cup,21.10,15.26,0.3128,52.2,28.8
344,cup,21.11,12.05,0.3167,54.2,28.8
345,cup,21.12,15.02,0.3255,53.1,28.8
346,cup,21.13,13.79,0.3486,50.0,28.8
